WeekEndDate,Variant,CasesDeath,Number
3/5/2022,BA2121,Deaths,12
3/5/2022,BA4,Cases,0
3/5/2022,BA4,Deaths,0
3/5/2022,BA5,Cases,0
3/5/2022,BA5,Deaths,0
3/5/2022,Other,Cases,222
3/5/2022,Other,Deaths,7
3/12/2022,All,Cases,230217
3/12/2022,All,Deaths,8800
3/12/2022,B11529,Cases,26055
3/12/2022,B11529,Deaths,996
3/12/2022,B16172,Cases,208
3/12/2022,B16172,Deaths,8
3/12/2022,BA11,Cases,144261
3/12/2022,BA11,Deaths,5514
3/12/2022,BA2,Cases,58345
3/12/2022,BA2,Deaths,2230
3/12/2022,BA2121,Cases,1261
3/12/2022,BA2121,Deaths,48
3/12/2022,BA4,Cases,0
3/12/2022,BA4,Deaths,0
3/12/2022,BA5,Cases,0
3/12/2022,BA5,Deaths,0
3/12/2022,Other,Cases,88
3/12/2022,Other,Deaths,3
3/19/2022,All,Cases,185944
3/19/2022,All,Deaths,6709
3/19/2022,B11529,Cases,13830
3/19/2022,B11529,Deaths,499
3/19/2022,B16172,Cases,266
3/19/2022,B16172,Deaths,10
3/19/2022,BA11,Cases,93246
3/19/2022,BA11,Deaths,3364
3/19/2022,BA2,Cases,75269
3/19/2022,BA2,Deaths,2716
3/19/2022,BA2121,Cases,3157
3/19/2022,BA2121,Deaths,114
3/19/2022,BA4,Cases,0
3/19/2022,BA4,Deaths,0
3/19/2022,BA5,Cases,0
3/19/2022,BA5,Deaths,0
3/19/2022,Other,Cases,176
3/19/2022,Other,Deaths,6
3/26/2022,All,Cases,182365
3/26/2022,All,Deaths,4959
3/26/2022,B11529,Cases,7708
3/26/2022,B11529,Deaths,210
3/26/2022,B16172,Cases,142
3/26/2022,B16172,Deaths,4
3/26/2022,BA11,Cases,60166
3/26/2022,BA11,Deaths,1636
3/26/2022,BA2,Cases,107059
3/26/2022,BA2,Deaths,2911
3/26/2022,BA2121,Cases,7247
3/26/2022,BA2121,Deaths,197
3/26/2022,BA4,Cases,0
3/26/2022,BA4,Deaths,0
3/26/2022,BA5,Cases,0
3/26/2022,BA5,Deaths,0
3/26/2022,Other,Cases,43
3/26/2022,Other,Deaths,1
4/2/2022,All,Cases,179312
4/2/2022,All,Deaths,4144
4/2/2022,B11529,Cases,3736
4/2/2022,B11529,Deaths,86
4/2/2022,B16172,Cases,57
4/2/2022,B16172,Deaths,1
4/2/2022,BA11,Cases,34599
4/2/2022,BA11,Deaths,800
4/2/2022,BA2,Cases,125868
4/2/2022,BA2,Deaths,2909
4/2/2022,BA2121,Cases,14746
4/2/2022,BA2121,Deaths,341
4/2/2022,BA4,Cases,7
4/2/2022,BA4,Deaths,0
4/2/2022,BA5,Cases,126
4/2/2022,BA5,Deaths,3
4/2/2022,Other,Cases,172
4/2/2022,Other,Deaths,4
4/9/2022,All,Cases,207110
4/9/2022,All,Deaths,3614
4/9/2022,B11529,Cases,1907
4/9/2022,B11529,Deaths,33
4/9/2022,B16172,Cases,48
4/9/2022,B16172,Deaths,1
4/9/2022,BA11,Cases,20712
4/9/2022,BA11,Deaths,361
4/9/2022,BA2,Cases,151671
4/9/2022,BA2,Deaths,2647
4/9/2022,BA2121,Cases,32389
4/9/2022,BA2121,Deaths,565
4/9/2022,BA4,Cases,46
4/9/2022,BA4,Deaths,1
4/9/2022,BA5,Cases,27
4/9/2022,BA5,Deaths,0
4/9/2022,Other,Cases,309
4/9/2022,Other,Deaths,5
4/16/2022,All,Cases,254355
4/16/2022,All,Deaths,2603
4/16/2022,B11529,Cases,1428
4/16/2022,B11529,Deaths,15
4/16/2022,B16172,Cases,65
4/16/2022,B16172,Deaths,1
4/16/2022,BA11,Cases,12980
4/16/2022,BA11,Deaths,133
4/16/2022,BA2,Cases,186588
4/16/2022,BA2,Deaths,1909
4/16/2022,BA2121,Cases,52552
4/16/2022,BA2121,Deaths,538
4/16/2022,BA4,Cases,127
4/16/2022,BA4,Deaths,1
4/16/2022,BA5,Cases,202
4/16/2022,BA5,Deaths,2
4/16/2022,Other,Cases,413
4/16/2022,Other,Deaths,4
4/23/2022,All,Cases,326532
4/23/2022,All,Deaths,2498
4/23/2022,B11529,Cases,569
4/23/2022,B11529,Deaths,4
4/23/2022,B16172,Cases,60
4/23/2022,B16172,Deaths,0
4/23/2022,BA11,Cases,8654
4/23/2022,BA11,Deaths,66
4/23/2022,BA2,Cases,226935
4/23/2022,BA2,Deaths,1736
4/23/2022,BA2121,Cases,89129
4/23/2022,BA2121,Deaths,682
4/23/2022,BA4,Cases,436
4/23/2022,BA4,Deaths,3
4/23/2022,BA5,Cases,81
4/23/2022,BA5,Deaths,1
4/23/2022,Other,Cases,669
4/23/2022,Other,Deaths,5
4/30/2022,All,Cases,405107
4/30/2022,All,Deaths,2224
4/30/2022,B11529,Cases,573
4/30/2022,B11529,Deaths,3
4/30/2022,B16172,Cases,43
4/30/2022,B16172,Deaths,0
4/30/2022,BA11,Cases,5346
4/30/2022,BA11,Deaths,29
4/30/2022,BA2,Cases,251165
4/30/2022,BA2,Deaths,1379
4/30/2022,BA2121,Cases,145542
4/30/2022,BA2121,Deaths,799
4/30/2022,BA4,Cases,1036
4/30/2022,BA4,Deaths,6
4/30/2022,BA5,Cases,919
4/30/2022,BA5,Deaths,5
4/30/2022,Other,Cases,482
4/30/2022,Other,Deaths,3
5/7/2022,All,Cases,498067
5/7/2022,All,Deaths,2633
5/7/2022,B11529,Cases,220
5/7/2022,B11529,Deaths,1
5/7/2022,B16172,Cases,0
5/7/2022,B16172,Deaths,0
5/7/2022,BA11,Cases,2767
5/7/2022,BA11,Deaths,15
5/7/2022,BA2,Cases,267404
5/7/2022,BA2,Deaths,1414
5/7/2022,BA2121,Cases,221725
5/7/2022,BA2121,Deaths,1172
5/7/2022,BA4,Cases,3201
5/7/2022,BA4,Deaths,17
5/7/2022,BA5,Cases,2145
5/7/2022,BA5,Deaths,11
5/7/2022,Other,Cases,606
5/7/2022,Other,Deaths,3
5/14/2022,All,Cases,635468
5/14/2022,All,Deaths,2001
5/14/2022,B11529,Cases,531
5/14/2022,B11529,Deaths,2
5/14/2022,B16172,Cases,59
5/14/2022,B16172,Deaths,0
5/14/2022,BA11,Cases,2111
5/14/2022,BA11,Deaths,7
5/14/2022,BA2,Cases,289866
5/14/2022,BA2,Deaths,913
5/14/2022,BA2121,Cases,329233
5/14/2022,BA2121,Deaths,1037
5/14/2022,BA4,Cases,6505
5/14/2022,BA4,Deaths,20
5/14/2022,BA5,Cases,6791
5/14/2022,BA5,Deaths,21
5/14/2022,Other,Cases,372
5/14/2022,Other,Deaths,1
5/21/2022,All,Cases,768274
5/21/2022,All,Deaths,2116
5/21/2022,B11529,Cases,269
5/21/2022,B11529,Deaths,1
5/21/2022,B16172,Cases,44
5/21/2022,B16172,Deaths,0
5/21/2022,BA11,Cases,1246
5/21/2022,BA11,Deaths,3
5/21/2022,BA2,Cases,284175
5/21/2022,BA2,Deaths,783
5/21/2022,BA2121,Cases,448797
5/21/2022,BA2121,Deaths,1236
5/21/2022,BA4,Cases,14834
5/21/2022,BA4,Deaths,41
5/21/2022,BA5,Cases,18245
5/21/2022,BA5,Deaths,50
5/21/2022,Other,Cases,664
5/21/2022,Other,Deaths,2
5/28/2022,All,Cases,770460
5/28/2022,All,Deaths,2346
5/28/2022,B11529,Cases,59
5/28/2022,B11529,Deaths,0
5/28/2022,B16172,Cases,0
5/28/2022,B16172,Deaths,0
5/28/2022,BA11,Cases,555
5/28/2022,BA11,Deaths,2
5/28/2022,BA2,Cases,221859
5/28/2022,BA2,Deaths,676
5/28/2022,BA2121,Cases,486213
5/28/2022,BA2121,Deaths,1480
5/28/2022,BA4,Cases,26577
5/28/2022,BA4,Deaths,81
5/28/2022,BA5,Cases,34639
5/28/2022,BA5,Deaths,105
5/28/2022,Other,Cases,559
5/28/2022,Other,Deaths,2
6/4/2022,All,Cases,712058
6/4/2022,All,Deaths,1968
6/4/2022,B11529,Cases,144
6/4/2022,B11529,Deaths,0
6/4/2022,B16172,Cases,118
6/4/2022,B16172,Deaths,0
6/4/2022,BA11,Cases,346
6/4/2022,BA11,Deaths,1
6/4/2022,BA2,Cases,159614
6/4/2022,BA2,Deaths,441
6/4/2022,BA2121,Cases,439666
6/4/2022,BA2121,Deaths,1215
6/4/2022,BA4,Cases,43743
6/4/2022,BA4,Deaths,121
6/4/2022,BA5,Cases,68034
6/4/2022,BA5,Deaths,188
6/4/2022,Other,Cases,393
6/4/2022,Other,Deaths,1
6/11/2022,All,Cases,754937
6/11/2022,All,Deaths,2301
6/11/2022,B11529,Cases,42
6/11/2022,B11529,Deaths,0
6/11/2022,B16172,Cases,0
6/11/2022,B16172,Deaths,0
6/11/2022,BA11,Cases,118
6/11/2022,BA11,Deaths,0
6/11/2022,BA2,Cases,123260
6/11/2022,BA2,Deaths,376
6/11/2022,BA2121,Cases,433830
6/11/2022,BA2121,Deaths,1322
6/11/2022,BA4,Cases,67742
6/11/2022,BA4,Deaths,206
6/11/2022,BA5,Cases,129602
6/11/2022,BA5,Deaths,395
6/11/2022,Other,Cases,343
6/11/2022,Other,Deaths,1
6/18/2022,All,Cases,691244
6/18/2022,All,Deaths,2133
6/18/2022,B11529,Cases,0
6/18/2022,B11529,Deaths,0
6/18/2022,B16172,Cases,0
6/18/2022,B16172,Deaths,0
6/18/2022,BA11,Cases,124
6/18/2022,BA11,Deaths,0
6/18/2022,BA2,Cases,75878
6/18/2022,BA2,Deaths,234
6/18/2022,BA2121,Cases,348715
6/18/2022,BA2121,Deaths,1076
6/18/2022,BA4,Cases,77445
6/18/2022,BA4,Deaths,239
6/18/2022,BA5,Cases,189082
6/18/2022,BA5,Deaths,583
6/18/2022,Other,Cases,0
6/18/2022,Other,Deaths,0
6/25/2022,All,Cases,741770
6/25/2022,All,Deaths,2354
6/25/2022,B11529,Cases,1
6/25/2022,B11529,Deaths,0
6/25/2022,B16172,Cases,0
6/25/2022,B16172,Deaths,0
6/25/2022,BA11,Cases,2
6/25/2022,BA11,Deaths,0
6/25/2022,BA2,Cases,40259
6/25/2022,BA2,Deaths,128
6/25/2022,BA2121,Cases,291040
6/25/2022,BA2121,Deaths,924
6/25/2022,BA4,Cases,109830
6/25/2022,BA4,Deaths,349
6/25/2022,BA5,Cases,300585
6/25/2022,BA5,Deaths,954
6/25/2022,Other,Cases,52
6/25/2022,Other,Deaths,0
7/2/2022,All,Cases,791103
7/2/2022,All,Deaths,2393
7/2/2022,B11529,Cases,1
7/2/2022,B11529,Deaths,0
7/2/2022,B16172,Cases,0
7/2/2022,B16172,Deaths,0
7/2/2022,BA11,Cases,1
7/2/2022,BA11,Deaths,0
7/2/2022,BA2,Cases,22286
7/2/2022,BA2,Deaths,67
7/2/2022,BA2121,Cases,214875
7/2/2022,BA2121,Deaths,650
7/2/2022,BA4,Cases,130210
7/2/2022,BA4,Deaths,394
7/2/2022,BA5,Cases,423704
7/2/2022,BA5,Deaths,1282
7/2/2022,Other,Cases,26
7/2/2022,Other,Deaths,0
,,,
